.VERSION 1.0
.INCLUDE aga/data/amywldrp.dat
.SEGMENT CHARACTER 0-2 ? "A" 
.SEGMENT CHARACTER 3 ? "B" 
.SEGMENT CHARACTER 4 ? "C" 
.SEGMENT CHARACTER 7-9 ? "E" 
.SEGMENT CHARACTER 12-13 ? "G" 
.SEGMENT CHARACTER 14-16 ? "H" 
.SEGMENT CHARACTER 17 ? "I" 
.SEGMENT CHARACTER 19-20 ? "K" 
.SEGMENT CHARACTER 22 ? "M" 
.SEGMENT CHARACTER 28 ? "R" 
.SEGMENT CHARACTER 30-31 ? "T" 
.SEGMENT CHARACTER 39-40 ? "Z" 
.SEGMENT CHARACTER 43 ? "c" 
.SEGMENT CHARACTER 44 ? "d" 
.SEGMENT CHARACTER 45 ? "e" 
.SEGMENT CHARACTER 49 ? "h" 
.SEGMENT CHARACTER 50 ? "i" 
.SEGMENT CHARACTER 52-53 ? "k" 
.SEGMENT CHARACTER 56 ? "n" 
.SEGMENT CHARACTER 57 ? "o" 
.SEGMENT CHARACTER 62-63 ? "t" 
.SEGMENT CHARACTER 64 ? "u" 
.SEGMENT CHARACTER 65 ? "v" 
.SEGMENT CHARACTER 70 ? "z" 
.SEGMENT CHARACTER 73 ? "1" 
.SEGMENT CHARACTER 74 ? "2" 
.SEGMENT CHARACTER 75 ? "3" 
.SEGMENT CHARACTER 77 ? "5" 
.SEGMENT CHARACTER 78 ? "6" 
.SEGMENT CHARACTER 79 ? "7" 
.SEGMENT CHARACTER 80 ? "8" 
.SEGMENT CHARACTER 81 ? "9" 
.SEGMENT CHARACTER 86-87 ? ";" 
.SEGMENT CHARACTER 93 ? "C" 
.SEGMENT CHARACTER 96-98 ? "E" 
.SEGMENT CHARACTER 99-100 ? "F" 
.SEGMENT CHARACTER 107 ? "J" 
.SEGMENT CHARACTER 108-109 ? "K" 
.SEGMENT CHARACTER 110 ? "L" 
.SEGMENT CHARACTER 114 ? "P" 
.SEGMENT CHARACTER 117 ? "R" 
.SEGMENT CHARACTER 119-120 ? "T" 
.SEGMENT CHARACTER 123 ? "W" 
.SEGMENT CHARACTER 128-129 ? "Z" 
.SEGMENT CHARACTER 134 ? "e" 
.SEGMENT CHARACTER 139 ? "i" 
.SEGMENT CHARACTER 144 ? "l" 
.SEGMENT CHARACTER 147 ? "o" 
.SEGMENT CHARACTER 149 ? "q" 
.SEGMENT CHARACTER 150 ? "r" 
.SEGMENT CHARACTER 154 ? "u" 
.SEGMENT CHARACTER 155 ? "v" 
.SEGMENT CHARACTER 167 ? "3" 
.SEGMENT CHARACTER 168 ? "4" 
.SEGMENT CHARACTER 169-170 ? "5" 
.SEGMENT CHARACTER 171 ? "6" 
.SEGMENT CHARACTER 174 ? "8" 
.SEGMENT CHARACTER 175 ? "9" 
.SEGMENT CHARACTER 176 ? "." 
.SEGMENT CHARACTER 177 ? "," 
.SEGMENT CHARACTER 187 ? "B" 
.SEGMENT CHARACTER 191-193 ? "E" 
.SEGMENT CHARACTER 198-200 ? "H" 
.SEGMENT CHARACTER 201 ? "I" 
.SEGMENT CHARACTER 208 ? "N" 
.SEGMENT CHARACTER 210-211 ? "P" 
.SEGMENT CHARACTER 214 ? "R" 
.SEGMENT CHARACTER 215 ? "S" 
.SEGMENT CHARACTER 216-217 ? "T" 
.SEGMENT CHARACTER 218 ? "U" 
