.VERSION 1.0
.INCLUDE aga/data/greghunt.dat
.SEGMENT CHARACTER 1-2 ? "B" 
.SEGMENT CHARACTER 3-4 ? "C" 
.SEGMENT CHARACTER 5-6 ? "D" 
.SEGMENT CHARACTER 12-14 ? "H" 
.SEGMENT CHARACTER 20-21 ? "K" 
.SEGMENT CHARACTER 25 ? "O" 
.SEGMENT CHARACTER 27-28 ? "Q" 
.SEGMENT CHARACTER 29 ? "R" 
.SEGMENT CHARACTER 34 ? "V" 
.SEGMENT CHARACTER 38-39 ? "Y" 
.SEGMENT CHARACTER 41 ? "a" 
.SEGMENT CHARACTER 43 ? "c" 
.SEGMENT CHARACTER 44 ? "d" 
.SEGMENT CHARACTER 52-53 ? "j" 
.SEGMENT CHARACTER 59 ? "o" 
.SEGMENT CHARACTER 61 ? "q" 
.SEGMENT CHARACTER 62 ? "r" 
.SEGMENT CHARACTER 63 ? "s" 
.SEGMENT CHARACTER 69-70 ? "x" 
.SEGMENT CHARACTER 71-72 ? "y" 
.SEGMENT CHARACTER 75 ? "1" 
.SEGMENT CHARACTER 78 ? "4" 
.SEGMENT CHARACTER 79 ? "5" 
.SEGMENT CHARACTER 81 ? "7" 
.SEGMENT CHARACTER 83 ? "9" 
.SEGMENT CHARACTER 84 ? "." 
.SEGMENT CHARACTER 85 ? "," 
.SEGMENT CHARACTER 88-89 ? ";" 
.SEGMENT CHARACTER 94 ? "C" 
.SEGMENT CHARACTER 95-96 ? "D" 
.SEGMENT CHARACTER 99-100 ? "F" 
.SEGMENT CHARACTER 110-111 ? "K" 
.SEGMENT CHARACTER 112 ? "L" 
.SEGMENT CHARACTER 117-118 ? "Q" 
.SEGMENT CHARACTER 120 ? "S" 
.SEGMENT CHARACTER 128-129 ? "Y" 
.SEGMENT CHARACTER 132 ? "a" 
.SEGMENT CHARACTER 133 ? "b" 
.SEGMENT CHARACTER 134 ? "c" 
.SEGMENT CHARACTER 135 ? "d" 
.SEGMENT CHARACTER 136 ? "e" 
.SEGMENT CHARACTER 137-138 ? "f" 
.SEGMENT CHARACTER 140 ? "h" 
