.VERSION 1.0
.INCLUDE aga/data/amywldrp.dat
.SEGMENT CHARACTER 73 ? "1" 
.SEGMENT CHARACTER 74 ? "2" 
.SEGMENT CHARACTER 75 ? "3" 
.SEGMENT CHARACTER 77 ? "5" 
.SEGMENT CHARACTER 78 ? "6" 
.SEGMENT CHARACTER 79 ? "7" 
.SEGMENT CHARACTER 80 ? "8" 
.SEGMENT CHARACTER 81 ? "9" 
.SEGMENT CHARACTER 167 ? "3" 
.SEGMENT CHARACTER 168 ? "4" 
.SEGMENT CHARACTER 169-170 ? "5" 
.SEGMENT CHARACTER 171 ? "6" 
.SEGMENT CHARACTER 174 ? "8" 
.SEGMENT CHARACTER 175 ? "9" 
.SEGMENT CHARACTER 260-261 ? "0" 
.SEGMENT CHARACTER 262 ? "1" 
.SEGMENT CHARACTER 263 ? "2" 
.SEGMENT CHARACTER 264 ? "3" 
.SEGMENT CHARACTER 267 ? "6" 
.SEGMENT CHARACTER 269 ? "8" 
.SEGMENT CHARACTER 270 ? "9" 
.SEGMENT CHARACTER 354 ? "0" 
.SEGMENT CHARACTER 355 ? "1" 
.SEGMENT CHARACTER 356 ? "2" 
.SEGMENT CHARACTER 358 ? "4" 
.SEGMENT CHARACTER 361 ? "6" 
.SEGMENT CHARACTER 362 ? "7" 
.SEGMENT CHARACTER 364 ? "9" 
.SEGMENT CHARACTER 445-446 ? "0" 
.SEGMENT CHARACTER 447 ? "1" 
.SEGMENT CHARACTER 448 ? "2" 
.SEGMENT CHARACTER 452 ? "6" 
.SEGMENT CHARACTER 453 ? "7" 
.SEGMENT CHARACTER 540 ? "2" 
.SEGMENT CHARACTER 545 ? "6" 
.SEGMENT CHARACTER 548 ? "9" 
