.VERSION 1.0
.INCLUDE aga/data/greghunt.dat
.SEGMENT CHARACTER 75 ? "1" 
.SEGMENT CHARACTER 78 ? "4" 
.SEGMENT CHARACTER 79 ? "5" 
.SEGMENT CHARACTER 81 ? "7" 
.SEGMENT CHARACTER 83 ? "9" 
.SEGMENT CHARACTER 169 ? "4" 
.SEGMENT CHARACTER 171 ? "6" 
.SEGMENT CHARACTER 173 ? "8" 
.SEGMENT CHARACTER 174 ? "9" 
.SEGMENT CHARACTER 256 ? "0" 
.SEGMENT CHARACTER 259 ? "3" 
.SEGMENT CHARACTER 262 ? "6" 
.SEGMENT CHARACTER 265 ? "9" 
.SEGMENT CHARACTER 345 ? "0" 
.SEGMENT CHARACTER 348 ? "3" 
.SEGMENT CHARACTER 350 ? "5" 
.SEGMENT CHARACTER 351 ? "6" 
.SEGMENT CHARACTER 352 ? "7" 
.SEGMENT CHARACTER 354 ? "9" 
.SEGMENT CHARACTER 434 ? "0" 
.SEGMENT CHARACTER 436 ? "2" 
.SEGMENT CHARACTER 437 ? "3" 
.SEGMENT CHARACTER 438 ? "4" 
.SEGMENT CHARACTER 439 ? "5" 
.SEGMENT CHARACTER 441 ? "7" 
.SEGMENT CHARACTER 526 ? "0" 
.SEGMENT CHARACTER 529 ? "3" 
.SEGMENT CHARACTER 530 ? "4" 
.SEGMENT CHARACTER 533 ? "7" 
