.VERSION 1.0
.INCLUDE aga/data/shrncrtr.dat
.SEGMENT CHARACTER 78-79 ? "0" 
.SEGMENT CHARACTER 81 ? "2" 
.SEGMENT CHARACTER 82 ? "3" 
.SEGMENT CHARACTER 83-84 ? "4" 
.SEGMENT CHARACTER 85-86 ? "5" 
.SEGMENT CHARACTER 87 ? "6" 
.SEGMENT CHARACTER 88 ? "7" 
.SEGMENT CHARACTER 90 ? "9" 
.SEGMENT CHARACTER 181 ? "2" 
.SEGMENT CHARACTER 182 ? "3" 
.SEGMENT CHARACTER 183-184 ? "4" 
.SEGMENT CHARACTER 187 ? "6" 
.SEGMENT CHARACTER 188 ? "7" 
.SEGMENT CHARACTER 189 ? "8" 
.SEGMENT CHARACTER 277-278 ? "0" 
.SEGMENT CHARACTER 280 ? "2" 
.SEGMENT CHARACTER 286 ? "6" 
.SEGMENT CHARACTER 287 ? "7" 
.SEGMENT CHARACTER 289 ? "9" 
.SEGMENT CHARACTER 376-377 ? "0" 
.SEGMENT CHARACTER 380 ? "3" 
.SEGMENT CHARACTER 385 ? "6" 
.SEGMENT CHARACTER 388 ? "9" 
.SEGMENT CHARACTER 474-475 ? "0" 
.SEGMENT CHARACTER 479-480 ? "4" 
.SEGMENT CHARACTER 481-482 ? "5" 
.SEGMENT CHARACTER 485 ? "8" 
.SEGMENT CHARACTER 574 ? "1" 
.SEGMENT CHARACTER 576 ? "3" 
.SEGMENT CHARACTER 577-578 ? "4" 
.SEGMENT CHARACTER 582 ? "7" 
.SEGMENT CHARACTER 583 ? "8" 
.SEGMENT CHARACTER 584 ? "9" 
